# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru
0.1299,0.1808,0.1243,0.1525,0.1808,0.1243,0.0904,0.0170
0.1341,0.1788,0.1229,0.1508,0.1843,0.1229,0.0894,0.0168
0.1341,0.1843,0.1229,0.1508,0.1788,0.1285,0.0838,0.0168
0.1404,0.1854,0.1236,0.1517,0.1798,0.1180,0.0843,0.0168
0.1341,0.1843,0.1229,0.1564,0.1788,0.1173,0.0894,0.0168
0.1421,0.1818,0.1193,0.1591,0.1705,0.1193,0.0909,0.0170
0.1479,0.1834,0.1243,0.1598,0.1775,0.1065,0.0888,0.0118
0.1471,0.1823,0.1235,0.1647,0.1765,0.1059,0.0882,0.0118
0.1488,0.1845,0.1191,0.1607,0.1786,0.1071,0.0893,0.0119
0.1488,0.1786,0.1250,0.1607,0.1786,0.1071,0.0893,0.0119
0.1506,0.1807,0.1265,0.1627,0.1747,0.1084,0.0904,0.0060
0.1506,0.1807,0.1265,0.1627,0.1747,0.1084,0.0904,0.0060
0.1515,0.1818,0.1273,0.1636,0.1758,0.1091,0.0848,0.0061
0.1515,0.1818,0.1273,0.1636,0.1758,0.1091,0.0848,0.0061
0.1534,0.1841,0.1227,0.1656,0.1779,0.1043,0.0859,0.0061
0.1515,0.1818,0.1273,0.1636,0.1758,0.1030,0.0909,0.0061
0.1534,0.1841,0.1227,0.1656,0.1779,0.1043,0.0859,0.0061
0.1553,0.1863,0.1180,0.1615,0.1801,0.1056,0.0870,0.0062
0.1553,0.1863,0.1180,0.1615,0.1801,0.1056,0.0870,0.0062
0.1572,0.1887,0.1195,0.1635,0.1824,0.1006,0.0818,0.0063
0.1592,0.1911,0.1083,0.1656,0.1847,0.1019,0.0828,0.0064
0.1572,0.1887,0.1069,0.1635,0.1887,0.1069,0.0818,0.0063
0.1572,0.1887,0.1132,0.1635,0.1887,0.1006,0.0818,0.0063
0.1519,0.1899,0.1076,0.1645,0.1899,0.1076,0.0823,0.0063
0.1538,0.1923,0.1090,0.1667,0.1859,0.1026,0.0833,0.0064
0.1548,0.2000,0.0968,0.1677,0.1871,0.1032,0.0839,0.0065
0.1548,0.2000,0.0968,0.1677,0.1935,0.0968,0.0839,0.0065
0.1568,0.1961,0.0850,0.1699,0.1961,0.1046,0.0850,0.0065
0.1579,0.1974,0.0855,0.1710,0.1974,0.0987,0.0855,0.0066
0.1579,0.1974,0.0789,0.1710,0.1974,0.0987,0.0855,0.0132
0.1568,0.1961,0.0784,0.1699,0.1961,0.1046,0.0850,0.0131
0.1645,0.1974,0.0789,0.1710,0.1974,0.0987,0.0855,0.0066
0.1656,0.1987,0.0728,0.1722,0.1987,0.0993,0.0861,0.0066
0.1611,0.1946,0.0738,0.1745,0.2013,0.1007,0.0873,0.0067
0.1611,0.1946,0.0738,0.1745,0.2013,0.1007,0.0873,0.0067
0.1678,0.1879,0.0738,0.1745,0.2013,0.1007,0.0873,0.0067
0.1701,0.1905,0.0680,0.1769,0.1973,0.1020,0.0884,0.0068
0.1757,0.1892,0.0676,0.1757,0.1959,0.1013,0.0878,0.0068
0.1745,0.1946,0.0604,0.1745,0.2013,0.1007,0.0873,0.0067
0.1757,0.1959,0.0608,0.1824,0.1892,0.1014,0.0878,0.0068
0.1712,0.1986,0.0617,0.1781,0.1918,0.1027,0.0890,0.0069
0.1701,0.1973,0.0612,0.1769,0.1905,0.1088,0.0884,0.0068
0.1724,0.2000,0.0621,0.1724,0.1862,0.1103,0.0897,0.0069
0.1701,0.2109,0.0612,0.1701,0.1837,0.1088,0.0884,0.0068
0.1622,0.2095,0.0608,0.1689,0.1824,0.1149,0.0878,0.0135
0.1644,0.2123,0.0617,0.1712,0.1781,0.1164,0.0890,0.0069
0.1644,0.2123,0.0548,0.1712,0.1849,0.1164,0.0891,0.0069
0.1655,0.2138,0.0483,0.1724,0.1862,0.1172,0.0897,0.0069
0.1644,0.2123,0.0548,0.1712,0.1849,0.1164,0.0891,0.0069
0.1622,0.2095,0.0540,0.1689,0.1892,0.1149,0.0946,0.0067
0.1633,0.2109,0.0612,0.1633,0.1905,0.1156,0.0884,0.0068
0.1644,0.2123,0.0617,0.1644,0.1849,0.1164,0.0890,0.0069
0.1655,0.2138,0.0621,0.1655,0.1793,0.1172,0.0897,0.0069
0.1655,0.2069,0.0621,0.1655,0.1793,0.1241,0.0897,0.0069
0.1757,0.2027,0.0608,0.1622,0.1689,0.1351,0.0878,0.0068
0.1757,0.2095,0.0608,0.1622,0.1622,0.1351,0.0878,0.0067
0.1757,0.2162,0.0608,0.1622,0.1622,0.1351,0.0811,0.0067
0.1733,0.2133,0.0600,0.1667,0.1667,0.1333,0.0800,0.0067
0.1757,0.2162,0.0540,0.1622,0.1689,0.1351,0.0811,0.0068
0.1733,0.2134,0.0533,0.1600,0.1733,0.1333,0.0867,0.0067
0.1711,0.2105,0.0592,0.1579,0.1776,0.1316,0.0855,0.0066
0.1722,0.2119,0.0596,0.1589,0.1722,0.1325,0.0861,0.0066
0.1745,0.2148,0.0537,0.1544,0.1745,0.1342,0.0872,0.0067
0.1689,0.2162,0.0541,0.1554,0.1757,0.1351,0.0878,0.0068
0.1701,0.2109,0.0544,0.1565,0.1769,0.1360,0.0884,0.0068
0.1757,0.2095,0.0540,0.1554,0.1757,0.1351,0.0878,0.0068
0.1800,0.2134,0.0533,0.1533,0.1667,0.1333,0.0933,0.0067
0.1824,0.2095,0.0541,0.1554,0.1689,0.1351,0.0878,0.0068
0.1812,0.2080,0.0537,0.1544,0.1678,0.1342,0.0940,0.0067
0.1800,0.2067,0.0533,0.1533,0.1800,0.1333,0.0867,0.0067
0.1757,0.2027,0.0541,0.1554,0.1824,0.1351,0.0878,0.0068
0.1757,0.2027,0.0473,0.1622,0.1824,0.1351,0.0878,0.0068
0.1769,0.2041,0.0476,0.1633,0.1837,0.1292,0.0884,0.0068
0.1757,0.2027,0.0473,0.1622,0.1824,0.1284,0.0878,0.0135
0.1757,0.2027,0.0473,0.1622,0.1824,0.1351,0.0878,0.0068
0.1689,0.2095,0.0473,0.1622,0.1824,0.1351,0.0878,0.0068
0.1689,0.2027,0.0541,0.1622,0.1824,0.1351,0.0878,0.0068
0.1689,0.2027,0.0473,0.1689,0.1824,0.1351,0.0879,0.0068
0.1689,0.2027,0.0406,0.1689,0.1824,0.1351,0.0946,0.0068
0.1689,0.2027,0.0405,0.1622,0.1892,0.1351,0.0946,0.0068
0.1678,0.2080,0.0403,0.1611,0.1879,0.1342,0.0940,0.0067
0.1701,0.2109,0.0408,0.1565,0.1905,0.1360,0.0884,0.0068
0.1701,0.2109,0.0408,0.1633,0.1837,0.1360,0.0884,0.0068
0.1733,0.2067,0.0400,0.1600,0.1867,0.1400,0.0867,0.0066
0.1701,0.2041,0.0408,0.1633,0.1905,0.1360,0.0884,0.0068
0.1689,0.2027,0.0406,0.1622,0.1892,0.1351,0.0878,0.0135
0.1701,0.2041,0.0408,0.1633,0.1905,0.1360,0.0884,0.0068
0.1701,0.2041,0.0408,0.1701,0.1905,0.1292,0.0884,0.0068
0.1712,0.1986,0.0411,0.1712,0.1918,0.1301,0.0891,0.0069
0.1712,0.1986,0.0411,0.1712,0.1918,0.1301,0.0891,0.0069
0.1736,0.1875,0.0417,0.1736,0.1945,0.1319,0.0903,0.0069
0.1748,0.1818,0.0420,0.1748,0.1958,0.1329,0.0909,0.0070
0.1748,0.1888,0.0420,0.1748,0.1958,0.1259,0.0909,0.0070
0.1773,0.1915,0.0355,0.1844,0.1773,0.1276,0.0922,0.0142
0.1798,0.1942,0.0360,0.1799,0.1799,0.1295,0.0935,0.0072
0.1679,0.1970,0.0365,0.1898,0.1825,0.1387,0.0803,0.0073
0.1691,0.1912,0.0368,0.1912,0.1838,0.1471,0.0735,0.0073
0.1691,0.1912,0.0368,0.1912,0.1838,0.1471,0.0735,0.0073
0.1679,0.1897,0.0438,0.1898,0.1825,0.1460,0.0730,0.0073
0.1655,0.1799,0.0432,0.1870,0.1942,0.1439,0.0719,0.0144
0.1691,0.1838,0.0368,0.1912,0.1838,0.1471,0.0735,0.0147
0.1704,0.1926,0.0370,0.1852,0.1852,0.1481,0.0741,0.0074
0.1691,0.1838,0.0368,0.1838,0.1912,0.1544,0.0735,0.0074
0.1679,0.1897,0.0365,0.1825,0.1898,0.1460,0.0803,0.0073
0.1704,0.1852,0.0370,0.1852,0.1926,0.1481,0.0741,0.0074
0.1691,0.1838,0.0441,0.1838,0.1912,0.1471,0.0735,0.0074
0.1716,0.1866,0.0373,0.1791,0.1940,0.1493,0.0746,0.0075
0.1716,0.1866,0.0448,0.1716,0.1940,0.1493,0.0746,0.0075
0.1729,0.1880,0.0376,0.1729,0.1955,0.1504,0.0752,0.0075
0.1729,0.1804,0.0376,0.1805,0.1955,0.1504,0.0752,0.0075
0.1691,0.1765,0.0368,0.1691,0.2206,0.1544,0.0662,0.0073
0.1679,0.1752,0.0438,0.1679,0.2189,0.1533,0.0657,0.0073
0.1618,0.1765,0.0367,0.1765,0.2206,0.1544,0.0662,0.0073
0.1642,0.1716,0.0298,0.1791,0.2239,0.1567,0.0672,0.0075
0.1654,0.1729,0.0301,0.1804,0.2256,0.1579,0.0677,0.0000
0.1591,0.1742,0.0303,0.1818,0.2273,0.1591,0.0682,0.0000
0.1579,0.1729,0.0226,0.1805,0.2180,0.1729,0.0752,0.0000
0.1579,0.1804,0.0226,0.1805,0.2105,0.1729,0.0752,0.0000
0.1555,0.1778,0.0222,0.1778,0.2222,0.1704,0.0741,0.0000
0.1544,0.1838,0.0221,0.1765,0.2206,0.1691,0.0735,0.0000
0.1555,0.1852,0.0222,0.1778,0.2148,0.1704,0.0741,0.0000
0.1533,0.1898,0.0219,0.1752,0.2189,0.1679,0.0730,0.0000
0.1555,0.1926,0.0222,0.1778,0.2074,0.1704,0.0741,0.0000
0.1555,0.1926,0.0222,0.1778,0.2074,0.1704,0.0741,0.0000
0.1555,0.1926,0.0222,0.1778,0.2074,0.1704,0.0741,0.0000
0.1555,0.1852,0.0222,0.1778,0.2074,0.1778,0.0741,0.0000
0.1555,0.1852,0.0222,0.1778,0.2074,0.1778,0.0741,0.0000
0.1603,0.1756,0.0229,0.1832,0.2137,0.1832,0.0611,0.0000
0.1591,0.1743,0.0227,0.1818,0.2121,0.1818,0.0682,0.0000
0.1591,0.1743,0.0227,0.1894,0.2121,0.1818,0.0606,0.0000
0.1616,0.1769,0.0231,0.1769,0.2154,0.1846,0.0615,0.0000
0.1603,0.1832,0.0229,0.1756,0.2137,0.1832,0.0611,0.0000
0.1591,0.1818,0.0228,0.1818,0.2121,0.1818,0.0606,0.0000
0.1539,0.1846,0.0231,0.1769,0.2154,0.1846,0.0615,0.0000
0.1563,0.1875,0.0234,0.1797,0.2109,0.1875,0.0547,0.0000
0.1550,0.1861,0.0233,0.1783,0.2093,0.1860,0.0620,0.0000
0.1550,0.1861,0.0233,0.1783,0.2093,0.1860,0.0620,0.0000
0.1550,0.1861,0.0310,0.1705,0.2093,0.1861,0.0620,0.0000
0.1550,0.1861,0.0233,0.1705,0.2171,0.1860,0.0620,0.0000
0.1575,0.1890,0.0236,0.1732,0.2126,0.1811,0.0630,0.0000
0.1575,0.1968,0.0236,0.1654,0.2126,0.1811,0.0630,0.0000
0.1575,0.1968,0.0236,0.1654,0.2126,0.1811,0.0630,0.0000
0.1628,0.1938,0.0233,0.1628,0.2170,0.1783,0.0620,0.0000
0.1603,0.1908,0.0305,0.1603,0.2214,0.1756,0.0611,0.0000
0.1539,0.1923,0.0308,0.1615,0.2231,0.1769,0.0615,0.0000
0.1550,0.1938,0.0233,0.1628,0.2248,0.1783,0.0620,0.0000
0.1550,0.1938,0.0310,0.1628,0.2171,0.1783,0.0620,0.0000
0.1628,0.1938,0.0233,0.1628,0.2248,0.1705,0.0620,0.0000
0.1628,0.1938,0.0233,0.1628,0.2248,0.1705,0.0620,0.0000
0.1628,0.1938,0.0233,0.1628,0.2248,0.1705,0.0620,0.0000
0.1616,0.1923,0.0231,0.1615,0.2231,0.1769,0.0615,0.0000
0.1616,0.1923,0.0231,0.1615,0.2231,0.1769,0.0615,0.0000
0.1641,0.1953,0.0234,0.1641,0.2187,0.1797,0.0547,0.0000
0.1641,0.1875,0.0234,0.1641,0.2187,0.1797,0.0625,0.0000
0.1666,0.1905,0.0159,0.1587,0.2143,0.1905,0.0635,0.0000
0.1587,0.1905,0.0159,0.1587,0.2143,0.1984,0.0635,0.0000
0.1587,0.1826,0.0238,0.1587,0.2143,0.1984,0.0635,0.0000
0.1587,0.1826,0.0159,0.1587,0.2143,0.1984,0.0714,0.0000
0.1587,0.1826,0.0159,0.1587,0.2143,0.1984,0.0714,0.0000
0.1587,0.1825,0.0159,0.1667,0.2143,0.1984,0.0635,0.0000
0.1613,0.1774,0.0161,0.1613,0.2178,0.2016,0.0645,0.0000
0.1613,0.1774,0.0161,0.1613,0.2178,0.2016,0.0645,0.0000
0.1626,0.1789,0.0163,0.1626,0.2195,0.2032,0.0569,0.0000
0.1613,0.1774,0.0161,0.1613,0.2177,0.2016,0.0565,0.0081
0.1600,0.1760,0.0160,0.1600,0.2320,0.2000,0.0560,0.0000
0.1600,0.1760,0.0240,0.1600,0.2240,0.2000,0.0560,0.0000
0.1613,0.1774,0.0161,0.1613,0.2258,0.2016,0.0565,0.0000
0.1613,0.1774,0.0161,0.1613,0.2258,0.2016,0.0565,0.0000
0.1694,0.1774,0.0081,0.1613,0.2258,0.2016,0.0564,0.0000
0.1746,0.1826,0.0079,0.1587,0.2222,0.1984,0.0556,0.0000
0.1746,0.1826,0.0079,0.1587,0.2222,0.1984,0.0556,0.0000
0.1746,0.1826,0.0080,0.1587,0.2222,0.1984,0.0476,0.0079
0.1875,0.1875,0.0078,0.1562,0.2188,0.1953,0.0469,0.0000
0.1905,0.1825,0.0079,0.1587,0.2064,0.1984,0.0556,0.0000
0.1920,0.1840,0.0080,0.1600,0.2080,0.2000,0.0480,0.0000
0.1826,0.1984,0.0079,0.1587,0.2064,0.1984,0.0476,0.0000
0.1826,0.1984,0.0079,0.1587,0.2064,0.1984,0.0476,0.0000
0.1840,0.1920,0.0080,0.1600,0.2080,0.2000,0.0480,0.0000
0.1789,0.1870,0.0081,0.1626,0.2114,0.2032,0.0488,0.0000
0.1818,0.1735,0.0083,0.1653,0.2149,0.2066,0.0496,0.0000
0.1735,0.1736,0.0083,0.1653,0.2149,0.2066,0.0578,0.0000
0.1765,0.1765,0.0084,0.1596,0.2185,0.2101,0.0504,0.0000
0.1803,0.1722,0.0082,0.1721,0.2131,0.2049,0.0492,0.0000
0.1774,0.1694,0.0161,0.1694,0.2097,0.2016,0.0564,0.0000
0.1803,0.1722,0.0082,0.1721,0.2049,0.2049,0.0574,0.0000
0.1818,0.1735,0.0083,0.1736,0.2066,0.2066,0.0496,0.0000
0.1803,0.1722,0.0164,0.1721,0.2049,0.2049,0.0492,0.0000
0.1803,0.1722,0.0164,0.1721,0.2049,0.2049,0.0492,0.0000
0.1750,0.1750,0.0084,0.1750,0.2083,0.2083,0.0500,0.0000
0.1735,0.1735,0.0083,0.1736,0.2066,0.2066,0.0496,0.0083
0.1667,0.1750,0.0084,0.1833,0.2083,0.2083,0.0500,0.0000
0.1667,0.1750,0.0084,0.1833,0.2083,0.2083,0.0500,0.0000
0.1653,0.1818,0.0083,0.1818,0.2066,0.2066,0.0496,0.0000
0.1653,0.1736,0.0165,0.1818,0.2149,0.1983,0.0496,0.0000
0.1695,0.1780,0.0085,0.1864,0.2119,0.1949,0.0508,0.0000
0.1695,0.1780,0.0085,0.1864,0.2119,0.1949,0.0508,0.0000
0.1709,0.1795,0.0086,0.1880,0.2137,0.1880,0.0513,0.0000
0.1795,0.1795,0.0000,0.1880,0.2137,0.1880,0.0513,0.0000
0.1795,0.1795,0.0000,0.1966,0.2136,0.1795,0.0513,0.0000
0.1795,0.1795,0.0000,0.1880,0.2137,0.1795,0.0513,0.0085
0.1811,0.1810,0.0000,0.1897,0.2155,0.1810,0.0517,0.0000
0.1864,0.1780,0.0085,0.1864,0.2119,0.1780,0.0508,0.0000
0.1880,0.1795,0.0000,0.1880,0.2137,0.1795,0.0513,0.0000
0.1949,0.1780,0.0000,0.1949,0.2119,0.1695,0.0508,0.0000
0.1949,0.1780,0.0000,0.1949,0.2203,0.1695,0.0424,0.0000
0.1917,0.1833,0.0000,0.1917,0.2167,0.1667,0.0416,0.0083
0.1933,0.1933,0.0000,0.1849,0.2185,0.1680,0.0420,0.0000
0.1933,0.1933,0.0000,0.1849,0.2185,0.1680,0.0420,0.0000
0.1849,0.1933,0.0000,0.1933,0.2185,0.1680,0.0420,0.0000
0.1818,0.1901,0.0000,0.1901,0.2149,0.1653,0.0496,0.0082
0.1764,0.1849,0.0000,0.1933,0.2185,0.1765,0.0504,0.0000
0.1735,0.1818,0.0000,0.1901,0.2231,0.1736,0.0496,0.0083
0.1736,0.1818,0.0000,0.1983,0.2231,0.1736,0.0496,0.0000
0.1764,0.1765,0.0000,0.2017,0.2269,0.1765,0.0420,0.0000
0.1764,0.1765,0.0000,0.2017,0.2269,0.1765,0.0420,0.0000
0.1795,0.1795,0.0000,0.1880,0.2308,0.1795,0.0427,0.0000
0.1739,0.1826,0.0000,0.1913,0.2348,0.1739,0.0435,0.0000
0.1710,0.1709,0.0000,0.1880,0.2479,0.1795,0.0427,0.0000
0.1739,0.1652,0.0000,0.1913,0.2435,0.1826,0.0435,0.0000
0.1739,0.1652,0.0000,0.1913,0.2435,0.1826,0.0435,0.0000
0.1681,0.1681,0.0000,0.1947,0.2478,0.1770,0.0443,0.0000
0.1712,0.1712,0.0000,0.1892,0.2432,0.1802,0.0450,0.0000
0.1651,0.1651,0.0000,0.1927,0.2477,0.1835,0.0459,0.0000
0.1651,0.1743,0.0000,0.1835,0.2477,0.1835,0.0459,0.0000
0.1636,0.1727,0.0000,0.1909,0.2455,0.1818,0.0455,0.0000
0.1636,0.1727,0.0000,0.1909,0.2455,0.1818,0.0455,0.0000
0.1607,0.1785,0.0000,0.1875,0.2411,0.1786,0.0536,0.0000
0.1593,0.1770,0.0000,0.1947,0.2389,0.1858,0.0443,0.0000
0.1622,0.1802,0.0000,0.1892,0.2432,0.1802,0.0450,0.0000
0.1532,0.1802,0.0000,0.1982,0.2432,0.1802,0.0450,0.0000
0.1545,0.1818,0.0000,0.2000,0.2364,0.1818,0.0455,0.0000
0.1545,0.1818,0.0000,0.2000,0.2364,0.1818,0.0455,0.0000
0.1518,0.1786,0.0000,0.2054,0.2321,0.1786,0.0446,0.0089
0.1518,0.1786,0.0000,0.1964,0.2411,0.1964,0.0357,0.0000
0.1545,0.1727,0.0000,0.1909,0.2455,0.2000,0.0364,0.0000
0.1518,0.1786,0.0000,0.1875,0.2500,0.1964,0.0357,0.0000
0.1518,0.1697,0.0000,0.1875,0.2589,0.1964,0.0357,0.0000
0.1518,0.1696,0.0000,0.1786,0.2589,0.2054,0.0357,0.0000
0.1505,0.1682,0.0000,0.1858,0.2566,0.2035,0.0354,0.0000
0.1478,0.1652,0.0000,0.1826,0.2609,0.2000,0.0435,0.0000
0.1391,0.1652,0.0000,0.1826,0.2609,0.2000,0.0522,0.0000
0.1466,0.1638,0.0000,0.1810,0.2586,0.1983,0.0517,0.0000
0.1466,0.1638,0.0086,0.1810,0.2586,0.1983,0.0431,0.0000
0.1491,0.1667,0.0000,0.1842,0.2632,0.2017,0.0351,0.0000
0.1491,0.1667,0.0000,0.1842,0.2632,0.2017,0.0351,0.0000
0.1505,0.1682,0.0000,0.1858,0.2566,0.2035,0.0354,0.0000
0.1505,0.1682,0.0000,0.1858,0.2566,0.2035,0.0354,0.0000
0.1505,0.1681,0.0000,0.1858,0.2478,0.2035,0.0443,0.0000
0.1518,0.1696,0.0000,0.1875,0.2500,0.2054,0.0357,0.0000
0.1505,0.1681,0.0089,0.1770,0.2566,0.2035,0.0354,0.0000
0.1607,0.1696,0.0000,0.1786,0.2500,0.2054,0.0357,0.0000
0.1622,0.1622,0.0000,0.1802,0.2522,0.2072,0.0360,0.0000
0.1622,0.1622,0.0090,0.1802,0.2432,0.2072,0.0360,0.0000
0.1712,0.1622,0.0000,0.1802,0.2432,0.2072,0.0360,0.0000
0.1712,0.1622,0.0000,0.1802,0.2432,0.2072,0.0360,0.0000
0.1712,0.1622,0.0000,0.1802,0.2432,0.2072,0.0360,0.0000
0.1696,0.1607,0.0000,0.1786,0.2411,0.2054,0.0357,0.0089
0.1727,0.1545,0.0000,0.1818,0.2455,0.2091,0.0364,0.0000
0.1727,0.1545,0.0000,0.1818,0.2364,0.2091,0.0364,0.0091
0.1759,0.1574,0.0000,0.1759,0.2408,0.2130,0.0370,0.0000
0.1743,0.1560,0.0000,0.1743,0.2385,0.2202,0.0367,0.0000
0.1743,0.1468,0.0000,0.1743,0.2385,0.2202,0.0367,0.0092
0.1810,0.1333,0.0095,0.1714,0.2476,0.2191,0.0381,0.0000
0.1810,0.1429,0.0000,0.1714,0.2476,0.2190,0.0381,0.0000
0.1776,0.1402,0.0093,0.1682,0.2430,0.2150,0.0374,0.0093
0.1793,0.1415,0.0094,0.1698,0.2453,0.2170,0.0377,0.0000
0.1793,0.1415,0.0000,0.1698,0.2453,0.2170,0.0377,0.0094
0.1731,0.1442,0.0000,0.1731,0.2500,0.2211,0.0385,0.0000
0.1731,0.1442,0.0000,0.1731,0.2500,0.2211,0.0385,0.0000
0.1792,0.1415,0.0000,0.1698,0.2453,0.2170,0.0472,0.0000
0.1810,0.1333,0.0000,0.1714,0.2476,0.2286,0.0381,0.0000
0.1827,0.1250,0.0000,0.1731,0.2500,0.2308,0.0384,0.0000
0.1810,0.1238,0.0000,0.1714,0.2476,0.2286,0.0476,0.0000
0.1731,0.1250,0.0000,0.1731,0.2596,0.2308,0.0384,0.0000
0.1714,0.1429,0.0000,0.1714,0.2476,0.2286,0.0381,0.0000
0.1714,0.1429,0.0000,0.1714,0.2476,0.2286,0.0381,0.0000
