# Au,Cu,Pt
0.3464,0.3255,0.3281
0.3456,0.3246,0.3298
0.3474,0.3210,0.3316
0.3466,0.3201,0.3333
0.3475,0.3209,0.3316
0.3466,0.3227,0.3307
0.3476,0.3235,0.3289
0.3468,0.3253,0.3279
0.3460,0.3243,0.3297
0.3469,0.3225,0.3306
0.3451,0.3234,0.3315
0.3433,0.3243,0.3324
0.3425,0.3260,0.3315
0.3416,0.3251,0.3333
0.3435,0.3241,0.3324
0.3454,0.3231,0.3315
0.3418,0.3249,0.3333
0.3437,0.3239,0.3324
0.3437,0.3267,0.3296
0.3446,0.3249,0.3305
0.3456,0.3230,0.3314
0.3466,0.3210,0.3324
0.3429,0.3228,0.3343
0.3457,0.3229,0.3314
0.3438,0.3238,0.3324
0.3429,0.3228,0.3343
0.3439,0.3237,0.3324
0.3478,0.3218,0.3304
0.3469,0.3207,0.3324
0.3480,0.3216,0.3304
0.3460,0.3226,0.3314
0.3413,0.3234,0.3353
0.3433,0.3224,0.3343
0.3454,0.3213,0.3333
0.3444,0.3202,0.3354
0.3464,0.3193,0.3343
0.3485,0.3182,0.3333
0.3475,0.3171,0.3354
0.3486,0.3150,0.3364
0.3466,0.3160,0.3374
0.3456,0.3180,0.3364
0.3486,0.3150,0.3364
0.3486,0.3181,0.3333
0.3466,0.3190,0.3344
0.3457,0.3179,0.3364
0.3467,0.3189,0.3344
0.3489,0.3209,0.3302
0.3478,0.3230,0.3292
0.3489,0.3240,0.3271
0.3489,0.3240,0.3271
0.3480,0.3260,0.3260
0.3459,0.3271,0.3270
0.3448,0.3260,0.3292
0.3448,0.3260,0.3292
0.3448,0.3260,0.3292
0.3428,0.3270,0.3302
0.3439,0.3249,0.3312
0.3449,0.3260,0.3291
0.3428,0.3270,0.3302
0.3428,0.3270,0.3302
0.3397,0.3270,0.3333
0.3376,0.3280,0.3344
0.3386,0.3259,0.3355
0.3376,0.3248,0.3376
0.3398,0.3204,0.3398
0.3377,0.3214,0.3409
0.3377,0.3214,0.3409
0.3377,0.3214,0.3409
0.3366,0.3235,0.3399
0.3377,0.3213,0.3410
0.3344,0.3213,0.3443
0.3355,0.3224,0.3421
0.3366,0.3201,0.3433
0.3388,0.3191,0.3421
0.3366,0.3201,0.3433
0.3366,0.3201,0.3433
0.3344,0.3212,0.3444
0.3300,0.3267,0.3433
0.3322,0.3223,0.3455
0.3333,0.3200,0.3467
0.3322,0.3222,0.3456
0.3277,0.3243,0.3480
0.3299,0.3231,0.3470
0.3265,0.3231,0.3504
0.3254,0.3220,0.3526
0.3277,0.3242,0.3481
0.3242,0.3242,0.3516
0.3219,0.3254,0.3527
0.3196,0.3265,0.3539
0.3196,0.3230,0.3574
0.3183,0.3253,0.3564
0.3195,0.3229,0.3576
0.3182,0.3252,0.3566
0.3158,0.3263,0.3579
0.3147,0.3287,0.3566
0.3182,0.3252,0.3566
0.3169,0.3239,0.3592
0.3169,0.3239,0.3592
0.3169,0.3239,0.3592
0.3169,0.3239,0.3592
0.3145,0.3251,0.3604
0.3156,0.3227,0.3617
0.3167,0.3203,0.3630
0.3179,0.3214,0.3607
0.3215,0.3216,0.3569
0.3203,0.3238,0.3559
0.3192,0.3262,0.3546
0.3251,0.3215,0.3534
0.3274,0.3238,0.3488
0.3286,0.3214,0.3500
0.3262,0.3226,0.3512
0.3273,0.3202,0.3525
0.3273,0.3202,0.3525
0.3249,0.3213,0.3538
0.3261,0.3225,0.3514
0.3249,0.3249,0.3502
0.3200,0.3273,0.3527
0.3200,0.3309,0.3491
0.3200,0.3345,0.3455
0.3223,0.3370,0.3407
0.3247,0.3358,0.3395
0.3259,0.3371,0.3370
0.3259,0.3371,0.3370
0.3246,0.3396,0.3358
0.3246,0.3433,0.3321
0.3258,0.3446,0.3296
0.3258,0.3446,0.3296
0.3258,0.3446,0.3296
0.3271,0.3421,0.3308
0.3308,0.3421,0.3271
0.3283,0.3434,0.3283
0.3245,0.3434,0.3321
0.3232,0.3422,0.3346
0.3257,0.3410,0.3333
0.3257,0.3410,0.3333
0.3269,0.3423,0.3308
0.3269,0.3423,0.3308
0.3231,0.3423,0.3346
0.3256,0.3450,0.3294
0.3256,0.3411,0.3333
0.3269,0.3424,0.3307
0.3281,0.3399,0.3320
0.3255,0.3412,0.3333
0.3226,0.3347,0.3427
0.3224,0.3347,0.3429
0.3224,0.3347,0.3429
0.3210,0.3333,0.3457
0.3182,0.3347,0.3471
0.3209,0.3333,0.3458
0.3209,0.3333,0.3458
0.3237,0.3319,0.3444
0.3250,0.3292,0.3458
0.3237,0.3319,0.3444
0.3278,0.3278,0.3444
0.3319,0.3235,0.3446
0.3305,0.3263,0.3432
0.3348,0.3220,0.3432
0.3231,0.3275,0.3494
0.3245,0.3246,0.3509
0.3333,0.3156,0.3511
0.3363,0.3184,0.3453
0.3379,0.3243,0.3378
0.3349,0.3209,0.3442
0.3349,0.3208,0.3443
0.3381,0.3190,0.3429
0.3445,0.3206,0.3349
0.3414,0.3173,0.3413
0.3447,0.3204,0.3349
0.3367,0.3166,0.3467
0.3463,0.3122,0.3415
0.3446,0.3107,0.3447
0.3512,0.3024,0.3464
0.3547,0.3005,0.3448
0.3530,0.2990,0.3480
0.3579,0.2941,0.3480
0.3596,0.2906,0.3498
0.3645,0.2857,0.3498
0.3645,0.2808,0.3547
0.3694,0.2759,0.3547
0.3775,0.2696,0.3529
0.3793,0.2660,0.3547
0.3776,0.2602,0.3622
0.3763,0.2629,0.3608
0.3802,0.2656,0.3542
0.3886,0.2642,0.3472
0.3886,0.2591,0.3523
0.3817,0.2635,0.3548
0.3817,0.2581,0.3602
0.3892,0.2540,0.3568
0.3880,0.2514,0.3606
0.3867,0.2486,0.3647
0.3889,0.2389,0.3722
0.3911,0.2402,0.3687
0.3977,0.2330,0.3693
0.3977,0.2330,0.3693
0.4023,0.2241,0.3736
0.4012,0.2267,0.3721
0.4012,0.2209,0.3779
0.4000,0.2182,0.3818
0.4000,0.2176,0.3824
0.4048,0.2143,0.3809
0.4072,0.2096,0.3832
0.4096,0.2048,0.3856
0.4085,0.2012,0.3903
0.4136,0.1913,0.3951
0.4136,0.1913,0.3951
0.4172,0.1902,0.3926
0.4146,0.1890,0.3964
0.4353,0.1765,0.3882
0.4345,0.1726,0.3929
0.4345,0.1667,0.3988
0.4371,0.1617,0.4012
0.4438,0.1562,0.4000
0.4522,0.1593,0.3885
0.4557,0.1519,0.3924
0.4620,0.1393,0.3987
0.4586,0.1401,0.4013
0.4557,0.1392,0.4051
0.4586,0.1401,0.4013
0.4581,0.1355,0.4064
0.4640,0.1242,0.4118
0.4710,0.1226,0.4064
0.4710,0.1161,0.4129
0.4710,0.1097,0.4193
0.4771,0.1046,0.4183
0.4837,0.0980,0.4183
0.4901,0.0927,0.4172
0.4967,0.0861,0.4172
0.5034,0.0805,0.4161
0.5034,0.0805,0.4161
0.5000,0.0753,0.4247
0.5180,0.0647,0.4173
0.5034,0.0690,0.4276
0.4931,0.0685,0.4384
0.4896,0.0690,0.4414
0.4898,0.0680,0.4422
0.5000,0.0608,0.4392
0.5000,0.0541,0.4459
0.5000,0.0479,0.4521
0.5000,0.0479,0.4521
0.5000,0.0411,0.4589
0.5180,0.0360,0.4460
0.5143,0.0429,0.4428
0.5180,0.0360,0.4460
0.5180,0.0360,0.4460
0.5182,0.0292,0.4526
0.5145,0.0362,0.4493
0.5180,0.0360,0.4460
0.5180,0.0360,0.4460
0.5255,0.0292,0.4453
0.5221,0.0294,0.4485
0.5182,0.0292,0.4526
0.5147,0.0368,0.4485
0.5147,0.0294,0.4559
0.5073,0.0368,0.4559
0.5149,0.0299,0.4552
0.5227,0.0227,0.4546
0.5188,0.0226,0.4586
0.5303,0.0076,0.4621
0.5344,0.0076,0.4580
0.5308,0.0077,0.4615
0.5271,0.0078,0.4651
0.5271,0.0078,0.4651
0.5276,0.0000,0.4724
0.5317,0.0000,0.4683
0.5313,0.0078,0.4609
0.5391,0.0000,0.4609
0.5308,0.0077,0.4615
0.5391,0.0000,0.4609
0.5476,0.0000,0.4524
0.5520,0.0000,0.4480
0.5447,0.0000,0.4553
0.5492,0.0000,0.4508
0.5492,0.0000,0.4508
0.5403,0.0081,0.4516
0.5447,0.0081,0.4472
0.5484,0.0081,0.4435
0.5565,0.0000,0.4435
0.5528,0.0000,0.4472
0.5528,0.0000,0.4472
0.5528,0.0000,0.4472
0.5528,0.0000,0.4472
0.5447,0.0081,0.4472
0.5410,0.0082,0.4508
0.5417,0.0000,0.4583
0.5500,0.0000,0.4500
